life_id,title,category,category_name,applies_to,applies_to_note,life_stage,stage_note,requires,requires_note,triggers,trigger_count,culture,tier,scope_note,era_start,era_end,joy_1_5,frequency_1_5,cost_money_usd_low,cost_money_usd_high,time_days_low,time_days_high,restores_energy_1_5,evidence,confidence,summary,detail_file,detail_count
SPT-044,"Climbing, with people you like",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,money_small,Needs a small amount of money,money,1,*,primary,,2000,2026,5,4,0,400,0,0,5,estimate,low,A problem solved with the whole body. The point is the company; the sport is the excuse.,details/SPT-044.csv,5
SPT-045,"Climbing, competitively",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,money_small,Needs a small amount of money,money,1,*,primary,,2000,2026,4,4,0,400,0,0,5,estimate,low,"A problem solved with the whole body. Stakes, a result, and something to be annoyed about.",details/SPT-045.csv,5
SPT-046,"Martial arts, alone",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,money_small,Needs a small amount of money,money,1,*,primary,,2000,2026,4,4,0,400,0,0,5,estimate,low,"Structure, ranks, and somebody correcting you. Nobody watching, nothing at stake.",details/SPT-046.csv,5
SPT-047,"Martial arts, with people you like",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,money_small,Needs a small amount of money,money,1,*,primary,,2000,2026,5,4,0,400,0,0,5,estimate,low,"Structure, ranks, and somebody correcting you. The point is the company; the sport is the excuse.",details/SPT-047.csv,5
SPT-048,"Martial arts, competitively",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,money_small,Needs a small amount of money,money,1,*,primary,,2000,2026,4,4,0,400,0,0,5,estimate,low,"Structure, ranks, and somebody correcting you. Stakes, a result, and something to be annoyed about.",details/SPT-048.csv,5
SPT-049,"Cricket, alone",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,family,1,*,primary,,2000,2026,4,4,0,400,0,0,5,estimate,low,"Long, social, and mostly standing about. Nobody watching, nothing at stake.",details/SPT-049.csv,5
SPT-050,"Cricket, with people you like",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,family,1,*,primary,,2000,2026,5,4,0,400,0,0,5,estimate,low,"Long, social, and mostly standing about. The point is the company; the sport is the excuse.",details/SPT-050.csv,5
SPT-051,"Cricket, competitively",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,family,1,*,primary,,2000,2026,4,4,0,400,0,0,5,estimate,low,"Long, social, and mostly standing about. Stakes, a result, and something to be annoyed about.",details/SPT-051.csv,5
SPT-052,"Volleyball on sand, alone",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather;security,3,*,primary,,2000,2026,4,4,0,400,0,0,5,estimate,low,"Sunburn and a great deal of shouting. Nobody watching, nothing at stake.",details/SPT-052.csv,5
SPT-053,"Volleyball on sand, with people you like",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather;security,3,*,primary,,2000,2026,5,4,0,400,0,0,5,estimate,low,Sunburn and a great deal of shouting. The point is the company; the sport is the excuse.,details/SPT-053.csv,5
SPT-054,"Volleyball on sand, competitively",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather;security,3,*,primary,,2000,2026,4,4,0,400,0,0,5,estimate,low,"Sunburn and a great deal of shouting. Stakes, a result, and something to be annoyed about.",details/SPT-054.csv,5
SPT-055,"Skating, alone",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,money_small,Needs a small amount of money,money,1,*,primary,,2000,2026,4,4,0,400,0,0,5,estimate,low,"Falling, repeatedly, in public. Nobody watching, nothing at stake.",details/SPT-055.csv,5
SPT-056,"Skating, with people you like",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,money_small,Needs a small amount of money,money,1,*,primary,,2000,2026,5,4,0,400,0,0,5,estimate,low,"Falling, repeatedly, in public. The point is the company; the sport is the excuse.",details/SPT-056.csv,5
SPT-057,"Skating, competitively",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,money_small,Needs a small amount of money,money,1,*,primary,,2000,2026,4,4,0,400,0,0,5,estimate,low,"Falling, repeatedly, in public. Stakes, a result, and something to be annoyed about.",details/SPT-057.csv,5
SPT-058,"Fishing, alone",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather;security,3,*,primary,,2000,2026,4,4,0,400,0,0,5,estimate,low,"The catching is optional and largely beside the point. Nobody watching, nothing at stake.",details/SPT-058.csv,5
SPT-059,"Fishing, with people you like",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather;security,3,*,primary,,2000,2026,5,4,0,400,0,0,5,estimate,low,The catching is optional and largely beside the point. The point is the company; the sport is the excuse.,details/SPT-059.csv,5
SPT-060,"Fishing, competitively",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather;security,3,*,primary,,2000,2026,4,4,0,400,0,0,5,estimate,low,"The catching is optional and largely beside the point. Stakes, a result, and something to be annoyed about.",details/SPT-060.csv,5
SPT-061,"A pickup game with strangers, alone",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,family,1,*,primary,,2000,2026,4,4,0,400,0,0,5,estimate,low,"Teams assembled in ninety seconds. Nobody watching, nothing at stake.",details/SPT-061.csv,5
SPT-062,"A pickup game with strangers, with people you like",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,family,1,*,primary,,2000,2026,5,4,0,400,0,0,5,estimate,low,Teams assembled in ninety seconds. The point is the company; the sport is the excuse.,details/SPT-062.csv,5
SPT-063,"A pickup game with strangers, competitively",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,family,1,*,primary,,2000,2026,4,4,0,400,0,0,5,estimate,low,"Teams assembled in ninety seconds. Stakes, a result, and something to be annoyed about.",details/SPT-063.csv,5
SPT-064,"Swimming in the sea in winter, alone",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather;security,3,*,primary,,2000,2026,4,4,0,400,0,0,5,estimate,low,"Briefly awful, then excellent for hours. Nobody watching, nothing at stake.",details/SPT-064.csv,5
SPT-065,"Swimming in the sea in winter, with people you like",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather;security,3,*,primary,,2000,2026,5,4,0,400,0,0,5,estimate,low,"Briefly awful, then excellent for hours. The point is the company; the sport is the excuse.",details/SPT-065.csv,5
SPT-066,"Swimming in the sea in winter, competitively",SPT,"The body in motion: sport, dance, swimming, walking",most,"Available to most people, given ordinary circumstances",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather;security,3,*,primary,,2000,2026,4,4,0,400,0,0,5,estimate,low,"Briefly awful, then excellent for hours. Stakes, a result, and something to be annoyed about.",details/SPT-066.csv,5
SEN-001,The first mouthful of tea in the morning,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-001.csv,5
SEN-002,Cold water when you are genuinely thirsty,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-002.csv,5
SEN-003,Getting into a bed with clean sheets,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-003.csv,5
SEN-004,A hot shower after being cold all day,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-004.csv,5
SEN-005,The smell of rain landing on hot dust,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-005.csv,5
SEN-006,Bread coming out of an oven somewhere nearby,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-006.csv,5
SEN-007,Taking off shoes that were wrong,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-007.csv,5
SEN-008,"The exact right temperature, briefly",SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-008.csv,5
SEN-009,Sun on your back in the first warm week,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-009.csv,5
SEN-010,A breeze arriving at the correct moment,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-010.csv,5
SEN-011,The weight of a blanket,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-011.csv,5
SEN-012,Somebody else washing your hair,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-012.csv,5
SEN-013,Scratching an itch you could not reach,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-013.csv,5
SEN-014,Cracking something that was meant to crack,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-014.csv,5
SEN-015,A pen that writes properly,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-015.csv,5
SEN-016,Coffee that somebody made well,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-016.csv,5
SEN-017,Onions going into hot oil,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-017.csv,5
SEN-018,The silence after a generator stops,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-018.csv,5
SEN-019,Clean laundry brought in off a line,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-019.csv,5
SEN-020,Stepping out of the sun into shade,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-020.csv,5
SEN-021,Cold fruit on a hot day,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-021.csv,5
SEN-022,The sound of other people cooking,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-022.csv,5
SEN-023,A door closing properly on the first try,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-023.csv,5
SEN-024,Getting a seat on a full bus,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-024.csv,5
SEN-025,Putting something heavy down,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-025.csv,5
SEN-026,The first sip of something cold and fizzy,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-026.csv,5
SEN-027,Warm floor under bare feet,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-027.csv,5
SEN-028,A song arriving exactly when needed,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-028.csv,5
SEN-029,Sitting down after standing for hours,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-029.csv,5
SEN-030,The smell of a specific spice mix,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-030.csv,5
SEN-031,Wind through a window in a moving car,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-031.csv,5
SEN-032,Being handed something without asking,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-032.csv,5
SEN-033,A cat's weight settling on you,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-033.csv,5
SEN-034,Ice in a drink in a hot country,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-034.csv,5
SEN-035,The moment a headache lifts,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-035.csv,5
SEN-036,Finding money in a coat,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-036.csv,5
SEN-037,A shower after swimming in the sea,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-037.csv,5
SEN-038,The smell of a book that has been somewhere,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-038.csv,5
SEN-039,Somebody's cooking recognised from the stairwell,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-039.csv,5
SEN-040,Waking before the alarm and having time,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-040.csv,5
SEN-041,A room that smells of oud or bakhoor,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-041.csv,5
SEN-042,Fresh mint in the glass,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-042.csv,5
SEN-043,Charcoal smoke from somebody's grill,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-043.csv,5
SEN-044,The quiet just before a call to prayer,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-044.csv,5
SEN-045,Rain stopping and everything dripping,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-045.csv,5
SEN-046,A haircut that went right,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-046.csv,5
SEN-047,The first cold morning after a long heat,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-047.csv,5
SEN-048,Standing in a doorway during a storm,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-048.csv,5
SEN-049,Warm bread torn rather than cut,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-049.csv,5
SEN-050,The specific dark of a power cut with candles,SEN,Small sensory goods: the tiny reliable pleasures,anyone,"Available to essentially anyone, anywhere",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,5,0,3,0,0,5,estimate,low,"A small, cheap, repeatable good. The savoring literature is direct about these: it is less the objective density of nice things that makes a day good than whether they are noticed and amplified.",details/SEN-050.csv,5
EDU-001,The teacher who decided you were clever,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",childhood,4-12,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;school;money,5,*,primary,,2000,2026,5,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-001.csv,5
EDU-002,Understanding something that was opaque last week,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",any,Any age,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-002.csv,5
